Boiler_Type,Capacity_MW,Steam_Flow_TPH,Rated_Pressure_kgcm2,Rated_Steam_Temperature_C,Superheater_Weight_kg,Reheater_Weight_kg,Water_Circulation_System_Weight_kg,Economiser_Weight_kg,Steam_Drum_Weight_kg,Pipe_Supports_kg,Buckstay_System_kg,Boiler_Rough_Mountings_kg,Foundation_Bolts_kg,Grouting_kg,Insert_Materials_kg,Insulation_Weight_kg,Seal_Boxes_kg,Sealing_Arrangements_kg,Hoppers_kg,Chutes_kg,Deaerator_kg,Soot_Blowers_kg,Boiler_Mountings_Fittings_kg,Maintenance_Tools_kg,Field_Instruments_kg,Instrumentation_Erection_Hardware_kg,Electrical_Panels_kg,Electrical_Erection_Materials_kg,Illumination_System_kg,HP_Dosing_System_kg,LP_Dosing_System_kg,Common_Blowdown_Equipment_kg,Sample_Coolers_kg,Fasteners_kg,Gaskets_kg,Spares_kg,Miscellaneous_Items_kg,Total_Estimated_Weight_kg
AFBC,500,1000,325,300,1001167.9,513231.3,651023.2,2122832.3,2767944.1,413114.2,1000706.2,143597.0,143651.7,122176.8,61536.1,692589.1,157670.4,114376.0,419816.8,185385.1,590260.5,221190.0,382782.7,45704.6,61780.5,36576.9,99201.3,79697.4,17072.7,30623.6,12561.9,21379.0,11612.6,36976.2,21701.9,570610.2,202090.8,12952641.0
CFBC,660,1000,300,400,979819.8,643956.4,966337.0,2228377.5,3464880.6,475621.3,1625378.3,139774.3,167413.9,136793.6,76172.4,843723.3,196565.8,201648.7,589585.0,214622.0,592052.7,245645.6,446136.5,49086.8,67744.7,39794.0,112287.2,77043.3,21440.8,27871.8,13036.3,23728.9,10782.7,48481.0,20749.5,806030.0,246975.6,15799557.3
AFBC,270,1000,250,250,722871.3,439272.0,282899.7,2065895.0,1412136.3,346761.6,644569.4,85302.8,130950.4,109396.7,46530.0,522457.7,96190.1,100305.2,310436.0,165541.8,606673.3,184196.6,274199.8,38182.7,49606.6,34994.4,92587.0,52058.0,16301.5,25252.4,12402.3,18565.0,9992.0,34698.8,17353.3,485967.6,145812.2,9580359.5
Two-Pass,250,200,300,400,161107.3,91455.3,331135.2,523562.5,1219507.0,263863.7,569907.1,96884.7,122573.1,89296.1,46312.1,310164.7,92705.4,78978.3,293622.8,134713.0,264785.7,180104.3,266641.9,36432.3,49403.9,33930.0,89391.4,51171.2,15846.0,21169.1,10055.8,20608.8,8467.2,25285.4,11202.0,245020.3,87072.5,5842376.1
CFBC,800,300,200,250,207337.9,156096.8,982360.2,694678.4,3524591.4,355865.0,1837868.7,182142.1,183998.4,148385.0,70978.3,684477.8,246392.3,186678.0,553212.0,276011.6,290195.4,284176.2,480315.2,45594.4,73268.5,50317.6,139708.2,81268.3,22239.7,35220.1,15769.8,25446.2,11346.1,37985.3,21985.5,553621.7,159704.9,12619237.0
CFBC,100,500,250,350,503432.8,276825.9,95352.1,1262888.6,489630.9,246618.5,379912.1,51320.0,70534.1,69720.3,37097.6,212716.3,89613.6,78589.9,202210.5,83624.8,400266.2,96181.0,182752.5,24492.7,35928.3,24427.2,53949.9,35936.9,10556.8,15865.8,9416.9,13538.2,7681.3,19166.7,9585.1,231825.0,71782.7,5393441.2
AFBC,100,150,150,250,99647.7,59756.7,74902.4,310696.9,463693.5,142827.9,296418.0,59146.2,84641.4,70743.2,32153.7,130704.2,59839.5,60030.5,173568.4,97647.8,221242.2,115286.0,178524.9,27938.6,34622.8,24515.4,52392.0,34617.9,12042.6,15716.9,8085.4,13281.6,6728.1,14818.0,7360.5,157676.4,47098.9,3188366.2
AFBC,100,300,100,300,169496.2,120059.4,60421.1,747913.1,404117.1,179695.1,356383.7,59151.0,70739.5,59681.2,31008.5,183369.9,59629.1,50661.2,178431.7,97450.8,288954.1,112870.0,185410.9,28190.1,40410.9,24506.5,52682.3,35107.0,10544.1,16185.5,9448.0,13732.3,6533.0,18881.3,8177.8,195003.2,48599.2,3923444.8
Bi-Drum,270,1000,325,300,1063682.6,724654.1,372622.1,2479313.4,2317817.7,394778.0,667330.8,101616.0,132066.3,91164.7,55651.9,525949.5,117750.0,104430.9,302931.4,140358.4,594015.8,188966.7,268619.1,32703.6,50564.0,29611.5,91962.3,51638.7,16412.7,20878.6,10728.0,20811.0,9904.7,30651.9,17884.4,494548.8,148675.6,11670695.2
Bi-Drum,100,500,200,300,440000.1,297496.8,96896.1,1072178.2,666659.8,245551.9,314279.4,57149.1,70360.3,60144.6,30869.5,213080.8,62968.4,64680.1,174794.9,84916.4,451721.3,97380.7,185054.8,23496.8,41122.5,24148.7,61229.0,35796.5,11907.0,16187.8,8351.9,15922.4,6689.9,21469.2,9397.4,269243.6,79988.6,5311134.5
Two-Pass,100,150,250,400,112248.1,76456.1,95483.6,383120.9,487624.6,182500.1,329961.5,49634.4,72018.4,68974.1,31092.6,154030.5,59215.6,59468.7,179486.7,100803.5,227706.2,112284.8,157741.4,28291.4,35773.3,21518.8,62351.8,41395.1,10215.6,15952.5,8304.7,13521.3,6465.7,16989.5,7249.5,166981.8,42530.8,3417393.6
Bi-Drum,270,2000,200,250,1741872.5,1004386.0,295657.3,4118289.2,1621089.0,480119.3,662512.6,100442.7,131750.6,94070.6,47959.2,552816.5,102203.7,104318.8,302905.9,164619.1,1059562.4,185051.8,264476.2,32343.0,58689.1,30348.1,79348.4,51286.6,13676.8,20882.7,12317.2,20919.9,8509.1,37277.9,21302.9,638566.8,225247.2,14284819.1
AFBC,270,1000,200,300,731687.2,447889.4,292116.7,2044123.8,1308779.5,408849.8,745451.1,87794.8,132240.6,108072.3,54554.7,452948.6,111924.8,87301.2,297185.5,140296.8,694698.5,185120.3,316385.2,32388.3,50661.7,34018.2,78318.3,53063.1,14107.0,21536.4,12175.3,18620.5,10076.0,29670.5,17861.2,417379.2,143418.3,9580714.8
Two-Pass,100,2000,300,250,1759812.0,1029463.6,104333.0,4634916.0,454744.9,439235.6,282404.5,51078.3,82311.0,69735.1,37038.2,277351.1,68864.2,51361.4,204308.9,86671.1,1040451.1,100055.4,180715.6,27766.5,40588.4,24486.1,60478.9,35827.7,12073.1,16005.0,8188.6,15579.1,6626.9,28612.7,17003.5,569854.5,149583.4,11967525.4
CFBC,270,2000,325,400,2402203.0,1330211.5,323478.7,4450411.2,1332656.8,535559.5,960309.3,102607.6,132550.9,110017.2,45977.9,671363.1,125318.1,110548.5,346675.7,137763.3,903343.0,164992.3,315436.0,37576.4,50568.1,29874.8,90390.6,61532.3,13765.7,21733.6,10604.1,18597.2,8572.9,36270.5,21071.9,838442.9,216846.8,15957271.4
CFBC,50,500,150,250,323208.7,211335.2,33696.7,1179680.0,218596.7,207970.4,264896.9,34726.1,53210.3,49513.4,24323.6,136281.1,54287.9,46323.1,123276.7,61342.8,457016.6,81402.3,104561.2,22638.8,27120.3,19142.3,46183.7,30739.9,8405.1,12875.9,7002.0,10983.9,6381.5,17884.6,7775.2,173245.0,61903.7,4117931.6
CFBC,200,1000,150,300,719251.9,460100.2,182549.3,2139305.1,781138.6,392471.6,780035.0,86728.5,95040.7,82056.6,41164.9,423686.9,129014.7,110683.2,298061.2,136744.0,699059.2,163969.9,232591.0,29599.5,52609.5,26134.6,69888.6,52943.4,12817.3,19486.2,9839.3,16536.0,9058.6,31718.6,16182.6,377283.6,114967.0,8792717.3
Bi-Drum,660,2000,300,250,1676063.6,1151442.5,808862.8,4000598.1,4182488.1,588519.5,1505883.5,168187.9,163594.7,137198.5,65515.4,1234675.2,183931.2,159417.6,572698.3,258829.7,883493.3,255900.3,444127.4,41185.6,79066.4,41630.9,113209.1,88090.1,18624.9,28184.4,15016.3,27876.6,10866.3,54524.3,27104.6,1051655.3,322283.3,20360745.7
AFBC,660,1000,200,350,919879.5,555097.0,778172.2,2156543.9,2490298.2,436148.3,1462042.2,163807.8,190379.8,137322.6,68363.4,1006457.4,153737.8,155246.6,509153.3,216957.6,681257.3,253167.5,519570.9,41286.1,67665.9,47479.5,115348.6,85252.3,20872.3,27824.0,15228.6,28109.9,12083.4,40415.2,23671.5,610736.1,213677.0,14203253.7
CFBC,270,1000,300,350,904785.3,713068.9,353916.0,2169787.3,1537805.5,448223.2,832326.3,102445.0,110066.3,110099.4,47944.0,545569.6,147014.6,106314.3,309395.7,142002.9,599958.7,160945.6,265192.0,32120.5,48581.1,34179.8,80849.4,62012.1,13890.1,21151.0,10432.3,21527.7,10013.7,35293.1,14936.6,542711.6,138740.9,10673300.5
Bi-Drum,50,150,100,250,94303.1,55456.7,32841.4,350032.4,273070.4,125088.6,218375.6,34543.1,60837.4,42446.9,24486.2,79571.2,44252.3,45410.6,120647.7,59431.6,222913.7,79353.6,124524.8,19097.5,31629.4,16272.0,45934.3,26659.9,9854.4,13062.1,7945.7,12789.8,6407.1,11456.1,6526.0,102942.5,36539.8,2434703.9
CFBC,270,1000,150,250,753629.2,441006.1,218701.9,2392044.9,1022342.4,346301.1,800649.6,88273.7,130503.8,106766.2,54925.7,471364.5,143667.1,106454.5,354130.8,160809.7,703014.0,185719.5,264149.0,37790.7,56999.7,34616.3,93493.1,60739.8,13593.4,25010.6,10766.6,18632.7,9702.9,34555.8,17667.8,486264.6,143017.0,9787304.7
Bi-Drum,500,2000,300,250,2002530.3,1337475.8,604656.1,4138881.6,3847644.7,570607.1,1206079.4,144539.0,170132.0,141408.7,58646.0,1017856.5,140647.7,139014.9,496106.3,216384.9,1043148.1,218424.6,452288.1,38685.9,71060.5,36222.7,99663.1,68689.9,19887.1,25862.5,14339.0,22181.2,11635.5,50328.7,21137.8,845046.7,283290.5,19554502.9
AFBC,500,2000,250,400,1847069.5,1131986.5,554494.1,5206917.2,2108866.0,553571.5,1173027.5,142059.3,169217.4,139885.7,70154.4,863396.7,134626.0,132184.2,497170.1,188003.8,1036163.7,216393.6,433778.9,37994.2,60530.1,42578.9,117291.3,76773.8,16555.0,25206.1,14365.2,21932.8,11358.2,42724.6,21579.9,899426.4,276131.0,18263413.6
AFBC,250,2000,200,350,1634437.6,972368.0,271288.1,4214578.3,1018496.5,566590.6,684877.2,85288.4,110721.1,91972.0,53393.6,613249.7,112446.0,96536.2,341871.4,136260.1,885584.9,181247.7,309011.8,36050.1,47921.4,32934.0,90048.9,59486.9,13447.1,23936.7,11780.2,21036.5,8374.2,35594.1,17838.4,731169.1,212457.2,13722294.0
AFBC,100,300,300,300,230588.8,170215.3,104629.0,614701.6,622207.5,197047.3,303944.9,57311.7,70488.8,70761.0,37349.1,183728.6,71171.9,60468.5,203693.8,84499.0,287626.1,98399.3,156585.3,23272.0,40333.5,21590.9,62554.9,40250.2,10534.8,16178.6,9650.4,13485.8,7667.9,16682.4,8463.1,187442.4,56082.8,4139607.2
Bi-Drum,250,2000,150,400,1931605.6,1136174.5,199111.8,5266880.0,1575485.1,591911.0,614343.1,98117.8,107936.3,103320.3,44617.7,550212.5,118275.2,86327.7,289780.3,132051.1,919857.1,180795.6,299584.0,36296.8,55286.5,33016.4,86810.0,51804.5,15936.7,20929.7,10285.6,20824.8,9826.8,41684.6,21009.0,664446.7,231294.1,15545838.9
AFBC,250,500,150,350,396254.1,211974.3,233964.4,1258657.3,1059588.5,260398.0,611594.6,95837.6,108141.2,103249.7,45095.1,403009.6,109496.3,96440.5,290745.0,153187.2,403220.4,181516.5,255797.0,31383.8,56551.7,28953.2,75815.6,51267.4,15610.6,24039.5,10539.9,18238.1,8481.1,28793.2,14580.9,303228.5,102964.3,7048615.1
CFBC,200,1000,100,250,684706.4,379036.2,126399.1,2001973.5,648998.2,370420.4,660353.6,86113.0,95097.5,82730.5,42698.0,374400.1,127973.5,111379.4,298875.4,120828.8,585554.6,160877.8,229977.7,28911.1,44164.0,26497.1,79338.5,47406.2,12489.3,19093.1,11199.8,19063.5,9045.1,32031.0,15894.2,364164.5,109979.1,8007670.2
CFBC,250,1000,100,300,736838.7,420500.6,188067.0,2079854.3,785999.5,383069.0,886932.4,94793.3,127839.7,90259.1,46696.1,498071.7,143768.2,103312.3,288980.0,136422.1,603416.8,182927.4,264788.5,31858.0,55146.6,33437.7,87640.5,59866.4,16020.7,20471.6,12044.7,20215.9,8162.7,34706.7,17218.5,465214.0,116313.8,9040854.5
Two-Pass,660,1000,200,400,781924.3,526363.3,791822.0,2197096.4,2502581.2,479020.8,1339489.6,166088.6,191798.4,140432.5,66810.1,862948.0,147717.1,149908.7,580256.8,223566.0,583542.4,294537.6,436780.0,48867.4,67180.0,40707.1,110332.6,75934.8,18437.6,27616.2,15586.9,27332.1,12399.7,41453.2,20160.8,604865.5,208447.4,13782005.1
Two-Pass,270,1000,250,250,774090.5,468534.8,283881.2,2348238.6,1025582.1,344976.0,605869.8,87103.7,113820.5,105708.1,48131.9,456439.1,98193.0,98224.6,346682.6,160924.4,700524.1,159047.8,266476.4,32796.0,57077.1,28988.7,91968.6,62336.0,16438.8,24719.9,10622.8,18367.0,8564.0,30372.2,15112.1,414244.2,122900.4,9426957.0
Bi-Drum,500,2000,325,350,1983585.4,1577582.4,652981.7,4373063.3,3447958.8,573183.7,1063989.2,120432.0,167609.9,125035.5,68438.3,1018212.4,161768.4,143229.6,431669.1,191807.1,1040805.7,223303.2,435805.4,37880.1,71799.2,43427.9,115016.5,79906.5,19835.1,30133.3,14298.2,22489.3,9854.0,42884.5,21661.4,867960.8,255768.2,19433376.1
AFBC,50,200,250,350,151428.3,97386.4,52033.1,424776.9,306752.5,152149.7,176173.0,40645.0,60714.1,49620.7,27851.4,100697.8,41329.9,37515.8,139924.5,69168.3,268655.1,68308.2,125119.8,19153.9,27180.4,18929.5,40924.2,31314.4,9901.4,15247.1,7032.9,10884.1,5698.2,11998.0,5922.3,136627.0,42808.4,2773872.3
Two-Pass,660,2000,200,400,1616374.1,1103023.3,804191.6,5238647.1,2444789.4,536729.6,1387271.6,143106.9,168782.0,140437.8,76140.9,1225254.1,175728.4,131138.0,508547.8,221399.4,925940.8,256089.4,455569.5,49870.7,68271.3,48141.7,112732.0,73688.7,20882.3,27664.6,15201.9,27096.4,10446.3,54404.8,23578.9,952656.7,246984.1,19290782.1
Two-Pass,50,2000,250,350,1869703.2,1092667.7,43426.2,4364563.0,229652.8,448363.2,166864.8,33906.4,53280.2,50338.4,23834.3,169462.5,40624.3,42600.0,122558.4,69189.8,1073814.5,70275.1,106292.7,19139.0,31612.6,19507.1,46871.4,27403.0,9554.3,12865.9,6963.5,11150.0,6618.5,25949.3,14901.4,469966.9,147399.3,10921319.7
Bi-Drum,660,2000,150,300,1749884.6,1181484.8,691142.4,4858339.2,3195671.6,551599.3,1487353.9,143885.3,171384.8,161070.4,66807.3,1045771.5,189599.1,143916.9,491766.0,214578.8,1062806.5,295120.4,521195.0,49388.7,69444.4,41011.3,132495.7,86593.7,17936.8,32185.7,15070.2,27499.6,10748.6,48472.5,23809.7,978642.3,289925.0,20046602.0
AFBC,500,2000,325,350,2149105.4,1125647.9,627033.9,5124812.3,2388124.7,631848.9,982440.4,122733.4,174540.3,145797.7,61402.1,880037.7,134578.0,117468.6,502598.9,187858.7,1072067.1,252689.6,387413.5,38162.6,61663.3,35970.4,99860.2,77867.8,19888.4,26220.8,12023.2,25467.3,10121.0,42661.4,25539.5,818003.0,237568.1,18599216.1
AFBC,50,500,100,300,331483.9,207046.1,32233.0,1044812.2,216400.7,200897.0,207464.0,35060.6,59719.4,44682.5,23791.4,111521.1,50055.7,37037.8,142846.5,69512.7,459687.3,79420.3,123152.4,22004.8,27954.2,16614.0,46390.4,31588.3,9537.5,14799.6,8065.8,10728.3,5513.3,15200.3,8763.5,165102.6,49844.3,3908931.5
CFBC,200,2000,150,300,1465475.6,1114663.9,155148.4,4197559.7,886690.8,535572.0,768950.1,73019.0,114298.8,95904.5,48421.3,453999.7,123617.9,92550.9,258691.2,116924.1,1041816.3,141362.8,233345.2,34580.3,44512.7,26771.0,71696.3,54417.0,14465.9,23040.4,9869.0,19438.6,9016.6,33336.6,19959.5,673836.0,202890.0,13155842.1
Two-Pass,270,1000,150,250,599017.3,394264.9,258987.1,2397532.0,846976.0,324601.9,610238.0,85546.8,130662.6,106973.1,53285.1,524740.5,111180.8,99322.9,310893.2,143166.1,685281.7,163584.1,274934.5,31943.4,50660.3,29312.7,78303.4,59625.0,16025.3,24899.3,10246.4,18481.0,10075.2,30266.2,15165.7,375325.3,134691.9,9006209.7
AFBC,660,300,150,300,214985.5,133594.5,668206.9,630193.7,2180590.4,359909.3,1427651.1,165267.8,191092.7,138183.1,79629.7,679927.8,180666.2,130844.3,574589.5,218528.5,334083.7,250518.8,522225.9,48615.5,69431.4,40851.4,129052.0,89189.0,18655.2,32786.0,15130.2,27202.4,10880.9,40779.6,20028.7,431040.1,153590.0,10207921.8
CFBC,660,150,325,250,134141.3,75205.5,1012245.4,298968.8,3109261.8,392019.3,1890944.7,140062.5,190282.9,158061.6,78093.7,478722.1,198091.8,166954.2,508880.6,216340.9,227639.1,297827.1,504275.9,42076.5,78601.0,48323.5,128519.1,75050.5,20739.6,28256.6,15056.0,24013.4,12516.1,32856.6,19489.6,565548.6,144014.6,11313080.9
AFBC,100,500,150,350,394808.4,248745.1,74109.5,1259137.3,398361.8,224192.7,307718.8,59605.7,82590.4,58534.9,30932.2,186002.0,70662.7,51585.8,203965.5,83393.7,398811.2,114142.8,182824.9,23990.7,41333.9,24750.0,53173.3,36086.5,12171.9,15900.4,8227.3,13387.7,6595.2,21368.1,10903.7,211157.2,75270.8,4984442.1
Bi-Drum,200,500,150,250,319270.1,252048.6,158187.7,1034852.2,1295886.1,264421.3,624263.2,85325.7,98227.7,96391.3,48931.9,346681.1,87179.2,88154.8,297893.1,121373.1,468946.4,162984.2,230904.1,34789.7,51906.6,31413.7,71512.1,55023.3,14564.4,22547.7,11422.7,16525.2,7689.4,27713.7,13487.6,340179.3,102468.0,6883165.2
CFBC,500,500,300,300,501156.2,319531.4,711216.1,1205744.9,2628190.0,409764.6,1538419.2,122998.3,169395.3,144423.2,60138.9,585850.4,201250.2,175028.4,489513.2,218561.9,405100.4,223618.1,436505.6,44511.2,60705.3,43074.3,100873.1,76628.9,19410.8,25320.6,14482.7,25702.8,9904.0,39022.5,16519.6,571010.2,144792.7,11738365.0
Two-Pass,250,300,250,300,210243.2,142113.7,261072.7,625802.9,1145226.7,274692.5,577811.1,97537.7,107507.6,106799.5,53199.6,300447.7,107612.9,93536.5,289641.0,135744.7,342121.1,158833.3,297825.8,36131.5,49162.4,34441.4,89682.1,50616.9,16111.1,24359.3,10211.3,21153.1,8358.5,26855.6,11490.0,302173.8,92396.0,6100913.2
Two-Pass,50,150,325,300,123033.2,74244.9,50555.7,308977.7,254059.6,134660.8,194866.9,39336.0,61168.2,42767.7,27738.8,94547.8,47565.3,41280.4,118159.9,69112.6,220350.0,68101.9,105657.5,19589.6,31842.6,18861.8,46276.4,31055.2,8288.2,12946.1,8072.4,11131.9,6630.8,13351.3,5792.8,108255.6,31161.5,2429441.1
Bi-Drum,660,2000,250,250,1886957.6,1058518.2,755834.3,4114831.5,3869051.4,569399.6,1315153.5,141302.7,166504.3,138494.8,67792.7,1213423.8,186936.5,163499.3,491653.1,248826.6,895641.6,248433.2,447315.8,49886.9,69004.8,47152.7,111724.9,74314.5,21276.9,28122.2,14974.1,24059.0,12259.8,53784.7,23332.8,1026326.4,317423.7,19853213.9
AFBC,500,1000,250,250,720006.4,442271.8,640687.1,2373392.3,2423008.4,467800.8,1006066.7,121212.8,173031.1,141194.9,59572.1,828563.2,155713.8,114511.8,431317.1,189405.3,606332.1,224221.9,446783.5,44849.6,70369.0,42449.8,98093.2,77121.2,16761.9,25392.5,12544.0,25785.1,9726.6,42550.5,21567.1,630225.7,186264.3,12868793.6
Bi-Drum,250,1000,300,250,838917.1,542928.2,282691.9,1972251.6,1754345.9,439195.4,637969.0,95929.8,107999.1,91125.0,45032.3,494718.3,117957.7,85263.1,341183.1,157139.4,710943.1,179285.6,306678.4,32259.4,56531.0,28639.4,77231.0,51799.8,16127.8,24785.6,10463.4,20964.7,9697.2,34013.2,14482.8,536131.5,134528.8,10249209.6
Bi-Drum,200,500,200,350,401310.1,314637.0,182835.8,1284105.3,1469301.6,332628.6,538268.6,71908.3,112660.9,96342.7,40528.6,352413.7,89045.4,88472.7,295235.5,140789.8,459907.6,138355.2,273017.5,33990.8,44547.4,31747.0,70241.8,53573.4,14761.3,19552.2,9726.5,16852.7,9019.9,23151.1,11885.6,300797.4,93943.6,7415555.6
Bi-Drum,270,500,325,300,514267.1,346040.6,370306.9,1029272.2,2272462.2,324122.6,786055.1,102380.3,109376.9,110502.1,53530.5,439886.5,119285.2,106021.9,359154.7,163439.0,384923.3,187573.8,314079.0,36726.9,57478.8,35298.0,92689.4,60302.2,15827.7,21052.5,10280.3,18336.4,8276.5,26019.5,15434.1,377637.0,113080.1,8981119.3
CFBC,200,500,200,400,411228.0,317545.6,180035.7,1104409.2,1006114.4,312589.9,757936.4,75112.7,98272.3,94126.9,47919.0,346863.5,124668.7,107158.2,258976.0,137810.7,399743.8,139613.0,272448.7,29508.7,51640.9,30594.4,68460.2,45427.0,14667.8,19564.3,11208.1,19488.8,9248.2,23154.7,13488.8,351935.8,104894.0,6985854.4
AFBC,270,2000,250,350,2005044.7,1241022.5,280942.7,4356492.6,1201843.1,564738.0,722917.2,100641.7,127326.1,108986.0,55425.4,575628.7,114197.5,85688.5,305929.6,162306.5,911302.7,159547.8,276376.0,32383.9,49165.2,29126.0,92300.7,53717.1,16049.7,21599.4,10765.2,21455.6,8603.9,36938.5,21377.1,766498.2,229702.0,14746039.8
CFBC,100,200,300,300,161372.8,106925.5,105379.2,476862.3,548402.7,202674.2,399676.9,49788.2,72810.4,60382.7,37054.5,144992.3,75040.0,76143.3,202392.4,83907.3,261875.3,115511.9,183452.8,23367.7,34616.5,23952.2,62130.4,41893.6,10295.5,18423.9,8124.3,15787.8,7612.2,15260.0,9076.1,168973.5,49213.8,3853372.2
AFBC,800,2000,250,350,1970807.1,1073669.5,956336.4,4289562.3,3802994.2,572552.5,1452721.1,160733.2,179736.0,173197.8,82888.2,1234822.3,169458.9,171913.3,631089.9,280631.7,1045605.4,283199.5,504265.2,52682.0,72476.4,51233.8,120660.8,92388.9,19716.8,30090.0,13651.3,24995.7,12702.2,59804.2,24709.0,904336.1,318535.9,20834167.6
AFBC,200,500,150,300,380181.2,228995.9,186065.4,1048919.0,890182.8,290972.0,579402.2,74647.7,113531.9,80067.2,47745.5,302887.2,96454.5,74046.5,257958.8,119694.3,386986.3,159311.1,235616.0,29281.0,44227.2,27258.1,80510.7,45422.3,12934.4,19741.1,11158.7,16731.0,9086.2,23286.8,13609.3,266041.2,82356.0,6235309.5
CFBC,270,500,150,350,432058.6,240373.8,215755.6,1249107.5,993982.8,316841.1,965225.8,102724.6,130632.4,93054.3,55657.7,366135.1,147041.2,125558.8,345314.5,160100.3,393227.4,160340.0,277271.6,32628.4,50921.5,34908.3,79408.1,60564.5,16459.7,21836.8,10419.5,18664.8,10095.4,30440.7,15083.3,328010.5,100413.0,7580257.6
CFBC,250,200,300,400,207677.2,118804.0,289883.6,508840.3,1238749.2,235001.8,774993.8,94781.2,108300.3,102295.1,52641.3,273745.5,140736.2,105028.8,284787.9,137113.2,268964.6,151595.2,262948.2,37224.9,49156.6,33885.1,75095.1,51106.3,13885.1,23842.4,10570.8,20495.1,8298.2,21825.6,11184.1,272874.3,94572.4,6080903.4
Bi-Drum,200,1000,100,250,606640.3,467511.7,130417.2,2040611.8,927772.7,381196.9,621060.8,72305.7,111527.5,96584.0,48493.2,379116.7,88456.3,77488.3,297812.0,120004.6,609970.6,141630.2,268179.8,28668.2,52563.7,31162.0,82863.4,54687.5,12626.6,22359.7,9665.9,19648.6,8071.0,32526.5,14092.3,365788.2,129160.7,8350664.6
CFBC,500,200,200,400,159789.5,106728.6,587655.9,512204.5,2239169.2,292609.7,1319985.4,120014.9,149292.1,142988.6,70819.7,503998.3,195561.1,168947.5,489509.7,185789.3,234081.9,219814.9,445913.1,37891.8,72323.2,37219.8,99072.5,77725.5,19332.2,26364.9,12578.5,22325.9,11720.6,35027.1,14732.1,444853.0,137088.8,9193129.8
Two-Pass,500,500,150,350,322860.6,223533.7,496712.8,1271057.0,1512957.7,343749.7,943277.4,140784.8,143461.1,122568.5,59935.0,668195.1,130547.4,111463.2,427004.9,215572.0,454987.4,221621.8,444505.5,44156.3,62049.0,43896.5,102263.9,66942.4,17161.4,30465.8,12017.8,25814.2,9800.4,38839.9,19247.5,411381.3,119001.5,9257833.5
Bi-Drum,200,500,150,350,379249.8,248660.0,180699.6,1275192.8,1302516.4,276962.3,625848.7,72873.6,113851.1,82282.6,41242.7,296577.3,103807.6,76290.2,298629.7,117095.0,463822.9,163517.3,229620.6,29871.4,51077.8,26866.3,68983.4,46341.8,12501.8,22573.6,11564.0,18958.6,9098.0,23210.7,11674.4,293605.5,103039.5,7078107.0
AFBC,200,2000,200,250,1376776.4,1034252.2,209175.5,4616890.6,857189.0,461427.8,591239.3,85265.5,98189.3,94378.5,47406.6,541439.4,85856.4,87339.0,263344.3,119189.5,927651.3,157192.4,229883.6,33714.9,52778.0,30634.3,71199.2,53592.2,12533.2,22597.9,9676.0,16357.7,8013.4,32799.2,16679.3,552904.6,192182.1,12989748.6
Bi-Drum,200,1000,150,350,783756.3,514521.4,155618.9,2562626.1,1075134.9,405501.5,532687.6,85956.1,99239.8,93823.1,41948.1,431192.6,103571.6,89910.5,261783.9,138488.2,700932.1,134756.4,226781.8,29693.7,44941.7,31374.0,81957.1,54019.2,12613.9,19439.3,9781.1,18902.1,8010.6,26831.7,15981.3,404892.2,121157.3,9317826.1
CFBC,50,500,150,300,406792.9,221008.3,39391.8,1062066.0,255768.4,217610.1,265841.8,34800.6,51303.3,51179.1,28171.0,135137.4,53426.2,53895.9,137281.8,60281.6,450161.4,80313.3,125451.0,22058.6,27719.1,19480.0,46220.7,26434.6,9980.5,13204.7,8061.5,11097.6,5713.7,17890.2,9047.9,183756.8,62620.6,4193168.4
Two-Pass,660,500,200,250,365632.4,176216.3,663237.6,1192283.1,2140879.9,395064.6,1359593.9,163451.1,167740.1,160105.1,76656.1,687867.2,147973.5,129927.2,495290.8,255543.4,385255.4,254237.0,517760.6,42091.6,77264.8,39747.7,115260.5,88297.8,20686.9,28207.5,13160.3,23626.3,12200.4,37949.7,21319.0,465775.2,146728.9,10867031.9
AFBC,800,200,300,250,164890.6,86705.9,1165533.0,473043.0,3444326.0,380454.9,1668787.0,184780.9,180388.5,149767.7,73030.3,617295.9,167118.2,170038.2,649355.7,237914.7,266321.6,322088.5,484230.4,52867.5,70868.6,42368.7,120166.0,80463.8,19768.3,29760.9,15923.2,24845.2,13084.5,42238.9,18671.3,614316.8,163708.3,12195123.0
Two-Pass,100,150,200,300,107282.0,63204.0,97813.2,366142.8,379936.6,166356.4,278737.9,58832.3,71283.8,59572.4,31057.7,148512.6,66863.9,51593.0,203366.9,97487.4,221080.9,97659.9,183696.5,28315.0,34109.5,24785.9,61150.1,40738.9,12176.2,16152.0,8418.5,15852.7,7531.9,16912.1,7202.4,140914.5,40999.2,3205739.1
CFBC,200,500,200,300,440810.4,286531.4,210134.9,1213262.1,973941.2,258157.8,656631.1,75033.2,114952.9,92431.6,41939.8,347521.0,105852.8,107257.9,258384.3,138135.8,390481.3,161788.3,266309.7,29208.8,52763.1,26194.0,68031.4,54925.8,14910.3,23273.1,9640.3,19526.2,9276.0,26825.0,11777.6,343682.8,103509.5,6933101.4
